Date,open,high,low,close,EMA_50,EMA_200,EMA_5,EMA_15,returns,regime_label,signal,position,strategy_returns,cumulative_returns,cumulative_market,trade_return,target,ml_pred
2025-10-27 09:20:00+05:30,25862.849609375,25882.900390625,25862.849609375,25880.94921875,25862.167011335787,25861.594906327737,25867.91666666667,25863.843994140625,0.0007559075622249,-1,1,1,0.0,1.0,1.000755907562225,-0.0,0,0
2025-10-27 12:40:00+05:30,25977.25,25980.69921875,25969.80078125,25974.30078125,25948.792186371204,25895.80262124377,25977.75713206378,25977.873043251548,-0.0001404436304528,-1,-1,-1,-0.0,1.0003130318919728,1.0043655946282766,-0.0,0,0
2025-10-27 15:10:00+05:30,25970.19921875,25970.650390625,25961.69921875,25963.80078125,25955.59923798252,25911.99912533892,25960.238602479032,25959.71548905864,-0.0001963737123363,-1,1,1,-0.0,1.0006828038514248,1.003959584132271,0.0,0,0
2025-10-28 15:00:00+05:30,25852.69921875,25921.150390625,25852.69921875,25920.150390625,25884.545073981088,25928.417009368244,25865.30513967778,25860.93045855884,0.0026904900582953,-1,1,1,0.0,1.0008466050588134,1.00227172539432,0.0,0,0
2025-10-29 15:20:00+05:30,26054.900390625,26070.69921875,26050.80078125,26065.94921875,26048.45120131354,26005.33363375817,26052.876220937585,26051.86657313821,0.000447083097635,-1,1,1,0.0,1.000796378402009,1.0079094258251846,-0.0,0,0
2025-10-30 11:40:00+05:30,25936.80078125,25938.400390625,25930.69921875,25931.80078125,25977.62182991608,26029.211901147413,25940.791632283534,25942.60902313274,-0.0001715444117789,-1,-1,-1,-0.0,1.0008866661261904,1.0027222188111111,-0.0,0,0
2025-10-30 13:20:00+05:30,25926.0,25932.349609375,25902.099609375,25905.349609375,25943.15020847534,26008.516470846647,25914.48865265332,25916.919817104845,-0.0007888347228908,-1,-1,-1,-0.0,1.0007400432036524,1.0016994137241688,0.0,0,0
2025-10-30 14:40:00+05:30,25885.55078125,25909.69921875,25884.650390625,25904.599609375,25916.156510953017,25990.32407335888,25892.50864765341,25891.42259982429,0.0007108185512096,-1,1,1,0.0,1.0010664418689632,1.0016704129744545,0.0,0,0
2025-10-31 11:55:00+05:30,25817.900390625,25819.44921875,25809.5,25819.0,25843.908239873723,25883.995323775427,25808.351020217044,25807.87715990169,3.101615427225646e-05,1,1,1,0.0,1.0001602620270569,0.998360475844908,-0.0,0,0
2025-10-31 12:20:00+05:30,25810.599609375,25811.400390625,25788.69921875,25791.05078125,25837.51606060026,25880.344054203822,25803.91865286809,25807.532986423463,-0.0007477166492153,1,-1,-1,-0.0,1.0004140220910207,0.9972797447813212,0.0,0,0
2025-10-31 13:05:00+05:30,25811.650390625,25816.400390625,25806.0,25812.19921875,25825.24562296652,25873.119882630974,25803.41179505092,25801.311107931404,6.386680834413738e-05,1,1,1,0.0,1.0005905432189337,0.9980975055050472,-0.0,0,0
2025-10-31 13:20:00+05:30,25808.349609375,25809.599609375,25791.0,25791.900390625,25822.355230279885,25870.952122212893,25799.96655906601,25800.68414509004,-0.0005986363955943,1,-1,-1,-0.0,1.0001234794334508,0.9973125971931076,0.0,0,0
2025-11-03 09:45:00+05:30,25722.5,25753.099609375,25721.900390625,25751.44921875,25724.31314817087,25729.74527322269,25719.496297367976,25715.812560228645,0.0010962541183558,1,1,1,0.0,1.000683847459018,0.9957484447781576,0.0,0,0
2025-11-03 10:15:00+05:30,25711.849609375,25729.099609375,25695.349609375,25714.05078125,25724.84765270074,25729.61833971548,25719.28391490953,25720.63960451596,6.61616655359687e-05,1,-1,-1,0.0,1.0003788169636971,0.99430233447728,0.0,0,0
2025-11-03 10:25:00+05:30,25724.05078125,25730.349609375,25712.150390625,25729.30078125,25724.975261645803,25729.555887964816,25723.58191357091,25722.04600213917,0.000221631962928,1,1,1,0.0,1.000007329582563,0.9948920163881452,-0.0,0,0
2025-11-03 11:40:00+05:30,25736.5,25736.75,25723.849609375,25726.099609375,25736.13803007061,25732.42895247872,25740.834428318834,25744.27827950174,-0.0003924281627273,1,-1,-1,-0.0,1.0000559126813655,0.9947682345423576,0.0,0,0
2025-11-03 12:45:00+05:30,25732.5,25744.150390625,25727.900390625,25742.25,25730.03340073756,25731.0062878297,25728.59693063348,25726.406201664475,0.000351716130321,1,1,1,0.0,1.0000189375832351,0.995392732457438,0.0,0,0
2025-11-03 14:50:00+05:30,25745.25,25762.099609375,25736.55078125,25758.349609375,25750.925212674458,25737.71337256039,25764.349643233203,25765.190644599345,0.0004699561829393,1,-1,-1,0.0,0.999834412533812,0.9960152667800896,0.0,0,0
2025-11-03 15:15:00+05:30,25765.599609375,25774.25,25765.349609375,25769.900390625,25753.071149498857,25738.92469697852,25765.129224173204,25764.330824604986,0.0001533485858198,1,1,1,0.0,0.9998091670138805,0.9964619085348104,-0.0,0,0
2025-11-04 09:15:00+05:30,25744.75,25785.69921875,25744.75,25754.25,25773.51067433664,25770.01342118859,25767.617187500004,25771.79443359373,-0.0007779369620993,1,-1,-1,-0.0,0.9997063383337972,0.9958567444528732,-0.0,0,0
2025-11-04 13:40:00+05:30,25682.349609375,25682.349609375,25669.55078125,25674.099609375,25688.576075182697,25734.256583789207,25670.99973536234,25670.2809353477,-0.0002667194781881,1,1,1,-0.0,0.999764564044408,0.9927575158954718,-0.0003369306326848,0,0
2025-11-04 13:45:00+05:30,25675.05078125,25677.69921875,25664.75,25665.44921875,25687.66913963632,25733.57193339081,25669.14956315823,25669.676970772987,-0.0003369306326848,1,-1,-1,-0.0003369306326848,0.9994277127373088,0.9924230254775386,0.0,0,0
2025-11-06 09:15:00+05:30,25604.05078125,25670.25,25596.849609375,25666.69921875,25588.53979024789,25586.99389550457,25612.466145833347,25595.51831054689,0.0031795387054314,1,1,1,0.0,0.9995892553375072,0.9924713600603966,-0.0,0,0
2025-11-06 10:05:00+05:30,25613.80078125,25617.19921875,25571.400390625,25572.19921875,25598.28123228492,25590.07782200727,25604.01115740036,25609.1827606889,-0.0016455772357215,1,-1,-1,-0.0,0.9993205957819932,0.9888172655963454,0.0,0,0
2025-11-06 11:55:00+05:30,25552.19921875,25561.349609375,25547.0,25561.349609375,25567.35909141399,25581.17133770129,25550.28785648485,25549.872477054512,0.0003600174000766,1,1,1,0.0,1.000471424092645,0.9883977365216968,-0.0,0,0
2025-11-06 12:25:00+05:30,25552.349609375,25556.19921875,25542.30078125,25545.75,25564.368021857383,25579.564845010525,25550.72225566192,25551.38150445468,-0.0001976760451949,1,-1,-1,-0.0,1.0006220978337603,0.9877945360321884,-0.0006517871123377,0,0
2025-11-06 12:30:00+05:30,25545.599609375,25564.900390625,25539.44921875,25562.400390625,25564.290859848275,25579.394054419623,25554.61496731628,25552.75886522597,0.0006517871123377,1,1,1,-0.0006517871123377,0.999969905246072,0.9884383677804116,-0.0,0,0
2025-11-06 13:45:00+05:30,25567.400390625,25573.69921875,25539.650390625,25541.55078125,25570.759845315763,25579.38984007429,25565.297295915872,25572.45093921003,-0.0010129456903744,1,-1,-1,-0.0,0.9998799014915968,0.9876321620429004,0.0,0,0
2025-11-07 12:35:00+05:30,25462.099609375,25474.25,25458.19921875,25471.94921875,25484.92519728173,25512.63594531525,25461.29011023192,25460.129626017413,0.0003985750099604,1,1,1,0.0,1.00076468911783,0.9849408320511484,-0.0,0,0
2025-11-07 14:00:00+05:30,25493.900390625,25496.55078125,25468.25,25469.150390625,25494.57702117652,25511.13989897903,25500.37633134553,25502.098822855383,-0.0009296418059628,1,-1,-1,-0.0,1.0011831311762398,0.9848326078992184,0.0,0,0
2025-11-07 14:25:00+05:30,25516.19921875,25536.650390625,25515.30078125,25533.650390625,25495.061835353907,25510.41450468413,25507.951347196227,25501.24995534741,0.0006799421876915,1,1,1,0.0,1.001023973200508,0.987326672374682,-0.0,0,0
2025-11-07 14:55:00+05:30,25495.75,25504.05078125,25484.599609375,25490.19921875,25497.286283624577,25510.158686031955,25500.161945261403,25502.66678729128,-0.0002118165764971,1,-1,-1,-0.0,1.0004633238359344,0.9856465169608726,0.0,0,0
2025-11-07 15:25:00+05:30,25499.69921875,25511.75,25496.349609375,25510.80078125,25496.61351994539,25509.19340413636,25500.279290504783,25498.90146326506,0.0004726028236679,1,1,1,0.0,1.0008636323703473,0.9864431313045982,-0.0,0,0
2025-11-10 13:40:00+05:30,25635.599609375,25637.55078125,25607.55078125,25607.55078125,25612.84025577045,25555.33606366021,25626.7182394221,25632.600740341142,-0.0011174994099377,1,-1,-1,-0.0,1.0008636323703473,0.9901842280177928,0.0,0,0
2025-11-10 14:20:00+05:30,25622.94921875,25643.849609375,25615.44921875,25642.849609375,25614.281904543568,25560.110273353228,25626.40850291899,25624.51382848678,0.0007903179345076,1,1,1,0.0,1.0006643156295023,0.9915491513240264,-0.0,0,0
2025-11-10 14:40:00+05:30,25628.400390625,25631.44921875,25601.150390625,25602.75,25615.66801339035,25562.6168746895,25620.393674187708,25623.659525644656,-0.0010339748529512,1,-1,-1,-0.0,1.0004282714086663,0.9899985930105046,-0.0,0,0
2025-11-11 09:15:00+05:30,25616.150390625,25634.400390625,25545.650390625,25546.0,25573.148225867462,25572.82322971153,25564.833333333343,25570.71875000001,-0.0011046267241463,1,-1,-1,-0.0,1.0003071540736508,0.9878042029487596,0.0,0,0
2025-11-11 11:40:00+05:30,25484.650390625,25499.349609375,25483.400390625,25496.599609375,25514.55262258316,25552.33859583372,25483.81405336708,25483.51425445339,0.0004806871741978,1,1,1,0.0,1.0007202920195304,0.9858940051296612,-0.0,0,0
2025-11-12 14:05:00+05:30,25911.849609375,25912.94921875,25882.849609375,25884.650390625,25881.19333092632,25778.03207261727,25906.026761813195,25911.711401750785,-0.0010496826417268,-1,-1,-1,-0.0,1.001016653892613,1.0008990232411574,-0.0,0,0
2025-11-13 09:15:00+05:30,25902.44921875,25902.44921875,25834.599609375,25843.94921875,25872.823205708824,25864.275379296112,25863.98307291668,25870.243652343765,-0.0011614277363376,-1,-1,-1,-0.0,1.0006821241636956,0.9993252039096354,0.0,0,0
2025-11-13 09:55:00+05:30,25865.25,25880.0,25858.80078125,25877.650390625,25869.87209799657,25864.063697308287,25868.19379320432,25865.97663703641,0.0004910572902185,-1,1,1,0.0,1.0005853237370568,1.000628349577154,-0.0,0,0
2025-11-13 12:35:00+05:30,25963.849609375,25964.900390625,25942.05078125,25949.849609375,25934.223345358387,25888.38082956616,25966.57185693196,25967.454639393705,-0.0004968807474169,-1,-1,-1,-0.0,1.0005350277245326,1.0034201248739072,-0.0,0,0
2025-11-13 13:55:00+05:30,25975.849609375,25979.30078125,25928.44921875,25929.150390625,25952.65001682882,25900.83693369424,25965.6249268608,25972.71788357251,-0.001811228337479,-1,-1,-1,-0.0,1.0005561886087586,1.0026197343908954,0.0,0,0
2025-11-14 10:55:00+05:30,25837.44921875,25852.150390625,25826.19921875,25848.150390625,25839.046178985533,25870.97220738248,25815.152896720105,25807.80319171864,0.0004160635295142,1,1,1,0.0,1.0013858323776832,0.9994876534217088,-0.0,0,0
2025-11-14 11:35:00+05:30,25808.5,25815.150390625,25799.05078125,25801.150390625,25835.20249106579,25867.52765386975,25813.101974939185,25816.77057607547,-0.0002886332022173,1,-1,-1,-0.0,1.001159212063868,0.9976702731062548,-0.0,0,0
2025-11-14 12:15:00+05:30,25824.75,25826.150390625,25816.94921875,25826.150390625,25826.6859039186,25862.5939548526,25813.440806428152,25810.057677128352,-9.68001720014211e-06,1,1,1,-0.0,1.001593849909033,0.9986369647634116,-0.0,0,0
2025-11-14 12:50:00+05:30,25813.25,25816.400390625,25800.900390625,25803.05078125,25823.62186354861,25859.351482294103,25809.76892458462,25811.663692259044,-0.0004028302227989,1,-1,-1,-0.0,1.001723754989692,0.997743756776756,0.0,0,0
2025-11-14 13:25:00+05:30,25805.650390625,25820.19921875,25805.44921875,25818.30078125,25818.27171950148,25855.421760738267,25807.868536238268,25806.586187004497,0.0004301730848783,1,1,1,0.0,1.0018460591758642,0.9983334386876214,-0.0,0,0
2025-11-14 13:35:00+05:30,25805.0,25806.19921875,25765.150390625,25767.150390625,25815.8065032408,25854.057073215143,25793.8918754809,25801.59815245266,-0.0015074135502075,1,-1,-1,-0.0,1.0013707136320624,0.996355572452522,0.0,0,0
2025-11-14 14:35:00+05:30,25783.55078125,25797.30078125,25782.150390625,25794.25,25799.04730098076,25844.639445568107,25782.84726046013,25780.50868829782,0.0004324689736274,1,1,1,0.0,1.0015534119810847,0.9974034511043224,-0.0,0,0
2025-11-14 14:50:00+05:30,25784.599609375,25791.69921875,25759.099609375,25768.349609375,25796.987200281128,25842.7599439414,25779.578658770595,25780.393168655817,-0.0006592891024373,1,-1,-1,-0.0,1.001374815803126,0.9964019434429512,0.0,0,0
2025-11-14 15:00:00+05:30,25767.599609375,25892.30078125,25767.599609375,25886.25,25799.331504974045,25842.43946315588,25812.18513306471,25792.08391770133,0.0046552751117958,1,1,1,0.0,1.0014544345958458,1.000960876402658,-0.0,0,0
2025-11-17 10:35:00+05:30,25948.099609375,25950.900390625,25930.94921875,25933.80078125,25935.63218936065,25922.84927270516,25945.609098504792,25948.74286614148,-0.000529915139811,-1,-1,-1,-0.0,1.0033926247925762,1.0027995541436836,0.0,0,0
2025-11-17 14:45:00+05:30,25981.400390625,25993.0,25977.19921875,25993.0,25976.850865711967,25943.539306876857,25993.49544174266,25993.569052126004,0.000456084861403,-1,-1,-1,0.0,1.0033075358427277,1.0050886497787153,-0.0,0,0
2025-11-18 09:15:00+05:30,26023.599609375,26023.599609375,25930.5,25947.349609375,26011.66975281268,26005.89517423658,25991.983723958336,26005.93188476561,-0.0025736294985585,-1,-1,-1,-0.0,1.0033731242310215,1.0033234557081907,0.0,0,0
2025-11-18 11:05:00+05:30,25927.44921875,25932.25,25923.44921875,25930.55078125,25955.807148534062,25988.58420184503,25920.76738758859,25918.803703488866,0.0001003381516235,-1,1,1,0.0,1.0029129411178817,1.0026738842282528,-0.0,0,0
2025-11-18 12:35:00+05:30,25949.0,25951.599609375,25930.80078125,25940.25,25954.63261193729,25982.724390858926,25948.84385345794,25950.479990201387,-0.000337199892096,-1,-1,-1,-0.0,1.0030424935758382,1.0030489303821155,-0.0,0,0
2025-11-19 09:15:00+05:30,25929.849609375,25929.849609375,25857.5,25858.25,25893.280146509176,25903.643332227704,25882.54947916668,25890.143066406265,-0.0014075938261375,-1,-1,-1,-0.0,1.003015456592056,0.999878181746643,0.0,0,0
2025-11-19 09:25:00+05:30,25900.5,25915.55078125,25900.25,25904.5,25893.99783546705,25903.6223720952,25893.88874421297,25893.08692169191,0.0001486298342683,-1,1,1,0.0,1.001370788172406,1.0016665613123823,0.0,0,0
2025-11-19 09:35:00+05:30,25886.75,25912.349609375,25884.599609375,25909.75,25894.314226434595,25903.50974127725,25897.42277520577,25894.39467442037,0.0009174843544772,-1,1,1,0.0,1.0006556475759385,1.0018695665603852,-0.0,0,0
2025-11-19 13:35:00+05:30,26002.900390625,26004.19921875,25994.30078125,25999.099609375,25976.59147377784,25932.19819039251,26006.705671298543,26008.35575157636,-0.0001192056621412,-1,-1,-1,-0.0,1.0006382983819406,1.0053245074385049,-0.0,0,0
2025-11-19 13:55:00+05:30,26012.150390625,26017.75,26006.849609375,26006.849609375,25981.303148055515,25935.18704790049,26008.24618680743,26008.42942413417,-0.0001999523958622,-1,-1,-1,-0.0,1.0004284968337662,1.0056241818522231,0.0,0,0
2025-11-20 14:45:00+05:30,26195.05078125,26220.849609375,26192.849609375,26208.30078125,26175.035442520628,26100.30675912477,26209.03348259593,26209.25954331857,0.0004962722172408,-1,-1,-1,0.0,1.0001226320694272,1.0134138285392615,-0.0,0,0
2025-11-21 11:15:00+05:30,26107.19921875,26108.150390625,26098.650390625,26099.55078125,26133.238057384948,26167.550572208405,26093.47743082246,26093.258885154934,-0.0002738162124634,-1,1,1,-0.0,1.0007504174971655,1.0092087198306303,0.0,0,0
2025-11-21 11:25:00+05:30,26090.150390625,26105.19921875,26081.19921875,26103.0,26130.430641760384,26166.14627110932,26095.92312897665,26094.141873497527,0.0004906356269138,-1,1,1,0.0,1.000391845039173,1.0093420930702035,-0.0,0,0
2025-11-21 11:55:00+05:30,26096.19921875,26098.900390625,26092.19921875,26093.099609375,26121.930453452434,26161.73835782208,26092.478100593464,26092.429536334108,-0.0001226676494049,-1,1,1,-0.0,0.9997287963292432,1.0089592680694124,-0.0,0,0
2025-11-21 14:45:00+05:30,26126.94921875,26133.44921875,26106.44921875,26106.599609375,26132.40127998098,26154.467698256445,26129.102615257696,26134.30823905466,-0.0008228688776233,-1,-1,-1,-0.0,1.0002441633829522,1.0094812815642773,0.0,0,0
2025-11-24 09:15:00+05:30,26128.30078125,26134.19921875,26082.650390625,26097.25,26065.25513174027,26064.311731388,26075.04947916668,26068.111816406265,0.0012776567729821,-1,1,1,0.0,1.0007824279805888,1.0091197539890575,-0.0,0,0
2025-11-24 11:05:00+05:30,26105.400390625,26106.349609375,26098.099609375,26099.75,26092.32666233125,26073.33878421632,26109.55919269573,26111.4858260226,-0.0002106855900633,-1,-1,-1,-0.0,1.0008457174818506,1.009216423154773,-0.0,0,0
2025-11-24 11:45:00+05:30,26117.30078125,26117.30078125,26096.30078125,26097.650390625,26096.81071632309,26076.033774212752,26109.417516713653,26110.12719522085,-0.0007466358200778,-1,-1,-1,-0.0,1.0009090049228877,1.0091352361601285,0.0,0,0
2025-11-24 13:15:00+05:30,26081.80078125,26091.44921875,26078.19921875,26088.150390625,26087.237658204434,26076.29875902564,26082.91487520684,26082.525347336123,0.0002895171646009,-1,1,1,0.0,1.0019752331802407,1.0087678933304087,0.0,0,0
2025-11-25 09:15:00+05:30,25997.599609375,25997.599609375,25924.55078125,25965.0,25944.217341097068,25957.84806349168,25950.56640625001,25946.055908203143,0.0008345256472654,-1,1,1,0.0,1.0020866293324893,1.0040059551226983,0.0,0,0
2025-11-25 11:55:00+05:30,25973.0,25994.75,25972.25,25987.44921875,25964.433405064872,25962.37691773124,25971.974448366032,25967.24160110988,0.0005312625648483,-1,1,1,0.0,1.0017334814758174,1.00487401402171,-0.0,0,0
2025-11-25 14:25:00+05:30,25989.650390625,25992.150390625,25972.099609375,25973.650390625,25985.772070318217,25970.11519206324,25994.00045182342,25998.74257650281,-0.0006636938213276,-1,-1,-1,-0.0,1.0012825138171475,1.0043404455406308,0.0,0,0
2025-11-26 09:15:00+05:30,25842.94921875,25969.05078125,25842.94921875,25969.05078125,25864.58363220557,25873.48718150849,25896.55078125001,25873.894531250025,0.0042052875146312,-1,1,1,0.0,1.0018685179928817,1.0041625893802717,-0.0,0,0
2025-11-26 14:45:00+05:30,26187.55078125,26194.349609375,26175.400390625,26175.400390625,26142.137756586377,26003.28942336344,26181.66672333936,26182.129870205907,-0.0004944648648407,-1,-1,-1,-0.0,1.0018800465810174,1.0121416472138842,0.0,0,0
2025-11-27 14:55:00+05:30,26177.900390625,26201.30078125,26173.599609375,26186.05078125,26210.199204443445,26205.20523271821,26191.40662888281,26192.891793554805,0.0002635834441544,-1,-1,-1,0.0,1.0014992339250144,1.0125534729643897,0.0,0,0
2025-11-28 11:25:00+05:30,26242.349609375,26247.94921875,26236.75,26243.400390625,26240.301519505705,26225.97345617281,26251.42271391707,26252.87413105116,1.9052772085359493e-05,-1,-1,-1,0.0,1.0004800504687346,1.0147710485213497,0.0,0,0
2025-12-01 09:15:00+05:30,26319.900390625,26319.900390625,26272.25,26285.30078125,26207.717447916748,26205.36111499244,26231.467447916668,26214.64453125001,0.0030815258263376,-1,1,1,0.0,1.0003924119903251,1.016391238843301,-0.0,0,0
2025-12-01 11:35:00+05:30,26260.150390625,26260.69921875,26250.05078125,26257.599609375,26243.257435588675,26219.8640294206,26251.4619969274,26250.86295497773,-6.284987671012487e-05,-1,1,1,-0.0,1.0006606833800409,1.0153200991735003,-0.0,0,0
2025-12-02 09:15:00+05:30,26096.05078125,26150.650390625,26096.05078125,26141.5,26174.60140251788,26179.201924906127,26164.466145833343,26171.643066406265,-0.0013160637829066,-1,-1,-1,-0.0,0.998913383469446,1.0108307982222229,-0.0,0,0
2025-12-02 12:35:00+05:30,26073.75,26085.099609375,26070.05078125,26072.30078125,26093.24628087872,26145.339431129767,26067.736008765467,26066.870112084947,-5.5581523562997504e-05,-1,1,1,-0.0,0.9988197944486008,1.0081550259243277,0.0,0,0
2025-12-02 13:55:00+05:30,26042.5,26060.150390625,26037.900390625,26059.44921875,26069.662319640287,26130.286944094514,26046.699170603104,26046.208719004346,0.0006470018211597,-1,1,1,0.0,0.9983715270637984,1.0076580859943212,0.0,0,0
2025-12-02 15:15:00+05:30,26036.400390625,26041.150390625,26027.80078125,26038.599609375,26050.84069945952,26115.59084247159,26030.34552033962,26030.134336257222,7.10384120521379e-05,-1,1,1,0.0,0.9981953100226372,1.00685188025681,-0.0,0,0
2025-12-03 09:15:00+05:30,26004.900390625,26062.650390625,26004.900390625,26031.69921875,26056.006680267416,26063.498055702672,26048.56640625,26053.83740234373,-0.0009709782879839,-1,-1,-1,-0.0,0.998666863114492,1.0065850582548777,0.0,0,0
2025-12-03 11:35:00+05:30,25920.349609375,25945.150390625,25919.099609375,25944.69921875,25966.683386736004,26029.90350695192,25923.663623905813,25923.021780361592,0.0009452087845944,-1,1,1,0.0,0.9995453271193264,1.0032209712879727,-0.0,0,0
2025-12-03 13:05:00+05:30,25940.5,25941.44921875,25930.44921875,25937.80078125,25952.89099493953,26015.100182410886,25937.41189635425,25937.358601240907,-0.0001271660868149,-1,1,1,-0.0,0.999019507497731,1.002954224808826,-0.0,0,0
2025-12-03 13:15:00+05:30,25938.099609375,25939.94921875,25925.349609375,25930.05078125,25951.46249847648,26013.501775642093,25935.25554768523,25936.59730798132,-0.0003353754035949,-1,-1,-1,-0.0,0.9990560675768267,1.0026545503951074,-0.0,0,0
2025-12-03 13:45:00+05:30,25928.30078125,25934.900390625,25905.94921875,25911.05078125,25947.637069943143,26008.863950959465,25928.82094957388,25934.268636901583,-0.0007153534340843,-1,-1,-1,-0.0,0.9991292875176856,1.0019198647356684,0.0,0,0
2025-12-03 14:35:00+05:30,25930.400390625,25937.94921875,25924.150390625,25937.650390625,25942.95536588749,26001.64322743853,25935.15416794376,25934.43596362656,0.0002757521306955,-1,1,1,0.0,0.9990117248029192,1.0029484095543253,-0.0,0,0
2025-12-04 09:15:00+05:30,25981.849609375,25985.5,25940.099609375,25950.0,25979.92351607601,25982.940293550462,25970.766927083347,25977.25659179686,-0.0011989611759547,-1,-1,-1,-0.0,0.9991195241629413,1.0034259401284034,0.0,0,0
2025-12-04 09:25:00+05:30,25992.650390625,25996.44921875,25973.349609375,25996.349609375,25981.04719743792,25983.16937608796,25984.15747974538,25981.326915740952,0.0001423178742607,-1,1,1,0.0,0.9974774109457308,1.0052181713562145,-0.0,0,0
2025-12-04 11:35:00+05:30,26061.30078125,26063.30078125,26033.150390625,26036.19921875,26031.774457283187,25999.89030465449,26055.927070076526,26061.08469083616,-0.0009496967970066,-1,-1,-1,-0.0,0.9976692604603616,1.0067590627531642,-0.0,0,0
2025-12-04 14:15:00+05:30,26004.05078125,26011.19921875,25998.650390625,26001.150390625,26010.395818451096,26001.48952935461,25997.0136091328,25996.58976303193,-0.0001211488303992,-1,1,1,-0.0,0.9979279106362772,1.005403806363503,0.0,0,0
2025-12-04 15:35:00+05:30,26030.44921875,26032.05078125,26004.900390625,26010.349609375,26016.33737442161,26004.58820862505,26017.99309882222,26020.11206325736,0.0,-1,-1,-1,0.0,0.9980200379754576,1.005759518684222,0.0,0,0
2025-12-05 09:15:00+05:30,26001.150390625,26050.599609375,25991.849609375,26050.599609375,26011.92928227521,26010.058568790337,26023.766276041675,26015.38085937501,0.0015474609378374,-1,1,1,0.0,0.9980200379754576,1.007315892252244,-0.0,0,0
2025-12-05 13:55:00+05:30,26172.25,26183.80078125,26159.25,26163.55078125,26141.11316533516,26064.495014744967,26176.26720915692,26178.79409550098,-0.0003667731714267,-1,-1,-1,-0.0,0.9976273519896208,1.0116834504729486,-0.0,0,0
2025-12-08 09:15:00+05:30,26158.849609375,26169.19921875,26128.30078125,26159.69921875,26175.985638786693,26176.446463414955,26171.000000000007,26174.53149414061,-0.0006475684100923,-1,-1,-1,-0.0,0.9975530274471964,1.011534519539518,-0.0,0,0
2025-12-08 15:25:00+05:30,25944.05078125,25947.19921875,25918.19921875,25932.80078125,25984.86082447654,26088.361350770807,25946.35462148137,25946.901310304464,-0.0004740327965654,-1,-1,-1,-0.0,0.9972384285518644,1.0027608864773947,-0.0,0,0
2025-12-09 10:25:00+05:30,25839.80078125,25845.0,25820.55078125,25822.0,25866.59495729925,25928.13443367301,25811.73382720186,25810.62810250599,-0.000698558273078,1,1,1,-0.0,0.9972384285518644,0.9984764788437624,-0.0009391216791883,0,0
2025-12-09 10:30:00+05:30,25822.349609375,25827.349609375,25796.849609375,25797.75,25863.895155052225,25926.83707612403,25807.07255146791,25809.018339692742,-0.0009391216791883,1,-1,-1,-0.0009391216791883,0.9963019003242916,0.9975387879363208,0.0,0,0
2025-12-09 10:40:00+05:30,25812.849609375,25820.349609375,25806.349609375,25811.849609375,25859.88193156445,25924.557209115967,25809.660066277407,25809.64923419835,1.1577302252430144e-05,1,1,1,0.0,0.9957689180066348,0.9980839869263995,-0.000437738027146,0,0
2025-12-09 10:45:00+05:30,25812.75,25813.849609375,25796.5,25800.55078125,25857.555219787413,25923.32331431133,25806.62363793494,25808.51192757981,-0.000437738027146,1,-1,-1,-0.000437738027146,0.9953330320849731,0.9976470876110364,0.0,0,0
2025-12-09 10:55:00+05:30,25797.55078125,25830.099609375,25794.94921875,25829.19921875,25854.187976339712,25921.14920286734,25812.16562727664,25809.91519894782,0.0012210391218572,1,1,1,0.0,0.9954430395950208,0.9987548558319091,-0.0,0,0
